Transaction_ID,Date,Day_of_Week,Month,Is_Weekend,Store,Category,Unit_Price,Units_Sold,Discount_Percent,Discount_Amount,Total_Sales,Customer_Age,Customer_Gender,Payment_Method,Customer_Rating
462,2022-04-20,Wednesday,4,0,Store_A,Toys,1085.9,4,30,1303.08,3040.52,50,Female,Debit Card,3.8
463,2023-01-22,Sunday,1,1,Store_D,Furniture,60840.39,15,25,228151.46,684454.39,47,Male,UPI,1.5
464,2022-03-11,Friday,3,0,Store_D,Furniture,54476.13,8,30,130742.71,305066.33,38,Female,Debit Card,3.1
465,2022-01-10,Monday,1,0,Store_C,Furniture,23695.88,13,25,77011.61,231034.83,65,Female,Cash,3.2
466,2022-07-02,Saturday,7,1,Store_D,Sports,5497.01,19,10,10444.32,93998.87,29,Male,UPI,3.9
467,2022-08-29,Monday,8,0,Store_B,Toys,699.66,7,30,1469.29,3428.33,33,Female,Credit Card,4.1
468,2022-05-03,Tuesday,5,0,Store_A,Beauty,2513.23,18,0,0.0,45238.14,48,Female,Debit Card,3.0
469,2023-08-12,Saturday,8,1,Store_C,Beauty,854.06,17,10,1451.9,13067.12,43,Male,Credit Card,1.2
470,2023-03-10,Friday,3,0,Store_D,Electronics,25372.52,13,30,98952.83,230889.93,61,Male,UPI,4.9
471,2023-12-17,Sunday,12,1,Store_D,Sports,10431.4,5,25,2607.85,49549.15,31,Female,Cash,2.3
472,2022-07-11,Monday,7,0,Store_C,Furniture,22283.25,20,10,44566.5,401098.5,41,Male,UPI,2.7
473,2023-03-06,Monday,3,0,Store_C,Sports,12858.59,9,15,17359.1,98368.21,29,Male,Credit Card,4.3
474,2022-10-04,Tuesday,10,0,Store_B,Books,1298.83,7,5,454.59,8637.22,69,Male,UPI,4.2
475,2022-06-30,Thursday,6,0,Store_D,Beauty,667.72,17,20,2270.25,9080.99,64,Female,UPI,2.2
476,2023-07-30,Sunday,7,1,Store_A,Books,238.56,6,0,0.0,1431.36,31,Female,UPI,4.4
477,2022-04-09,Saturday,4,1,Store_D,Sports,4118.61,12,20,9884.66,39538.66,53,Female,Debit Card,1.1
478,2022-05-05,Thursday,5,0,Store_C,Furniture,46571.45,18,5,41914.31,796371.79,67,Female,Debit Card,2.3
479,2023-06-07,Wednesday,6,0,Store_D,Beauty,3575.08,13,20,9295.21,37180.83,36,Female,Credit Card,4.5
480,2023-10-18,Wednesday,10,0,Store_C,Books,983.78,19,15,2803.77,15888.05,22,Male,Credit Card,2.4
481,2022-11-18,Friday,11,0,Store_C,Toys,2160.26,20,25,10801.3,32403.9,43,Female,UPI,4.1
482,2023-08-25,Friday,8,0,Store_D,Books,334.25,1,5,16.71,317.54,64,Male,Debit Card,4.8
483,2023-12-19,Tuesday,12,0,Store_A,Furniture,14185.93,9,0,0.0,127673.37,22,Female,Cash,1.1
484,2023-06-21,Wednesday,6,0,Store_A,Clothing,1459.77,5,0,0.0,7298.85,59,Female,Debit Card,1.9
485,2022-10-18,Tuesday,10,0,Store_D,Groceries,305.99,6,0,0.0,1835.94,20,Female,Debit Card,4.5
486,2023-04-24,Monday,4,0,Store_C,Beauty,670.19,18,5,603.17,11460.25,55,Female,UPI,3.1
487,2023-10-17,Tuesday,10,0,Store_C,Sports,7380.28,8,30,17712.67,41329.57,23,Female,Debit Card,2.5
488,2022-09-24,Saturday,9,1,Store_B,Toys,130.61,17,30,666.11,1554.26,66,Male,Debit Card,2.1
489,2023-07-02,Sunday,7,1,Store_A,Beauty,3795.79,16,10,6073.26,54659.38,18,Female,Debit Card,3.4
490,2022-01-08,Saturday,1,1,Store_C,Furniture,33527.13,18,15,90523.25,512965.09,43,Male,Credit Card,3.9
491,2023-10-24,Tuesday,10,0,Store_D,Books,408.83,3,15,183.97,1042.52,58,Male,Debit Card,2.1
492,2023-06-29,Thursday,6,0,Store_C,Books,363.2,3,5,54.48,1035.12,26,Female,Cash,3.5
493,2023-09-25,Monday,9,0,Store_D,Toys,2131.37,16,5,1705.1,32396.82,38,Male,Credit Card,1.2
494,2023-07-02,Sunday,7,1,Store_A,Groceries,1946.05,10,10,1946.05,17514.45,26,Female,Cash,1.9
495,2022-06-04,Saturday,6,1,Store_A,Beauty,986.17,14,10,1380.64,12425.74,68,Female,Debit Card,2.9
496,2022-02-02,Wednesday,2,0,Store_C,Clothing,4249.02,5,0,0.0,21245.1,35,Female,Cash,3.2
497,2022-07-05,Tuesday,7,0,Store_B,Toys,2470.03,1,0,0.0,2470.03,67,Male,UPI,4.1
498,2023-03-30,Thursday,3,0,Store_B,Electronics,10359.4,4,20,8287.52,33150.08,60,Male,UPI,2.6
499,2022-11-16,Wednesday,11,0,Store_C,Groceries,1276.87,6,25,638.43,7022.79,53,Male,Debit Card,2.9
500,2022-07-23,Saturday,7,1,Store_C,Electronics,43251.05,7,0,0.0,302757.35,33,Female,Debit Card,1.1
501,2022-10-10,Monday,10,0,Store_A,Books,1204.8,1,0,0.0,1204.8,55,Female,Credit Card,2.5
502,2022-04-02,Saturday,4,1,Store_B,Groceries,1024.84,20,10,2049.68,18447.12,66,Male,Cash,2.4
503,2022-06-07,Tuesday,6,0,Store_A,Groceries,1001.29,11,20,2202.84,8811.35,68,Female,UPI,3.9
504,2022-01-22,Saturday,1,1,Store_D,Sports,10948.67,9,0,0.0,98538.03,49,Female,Debit Card,3.2
505,2023-05-17,Wednesday,5,0,Store_B,Groceries,1110.06,11,25,3052.66,9158.0,47,Female,Credit Card,1.3
506,2022-06-08,Wednesday,6,0,Store_D,Toys,2476.31,18,10,4457.36,40116.22,47,Male,UPI,3.9
507,2022-01-20,Thursday,1,0,Store_C,Furniture,26334.83,3,25,19751.12,59253.37,52,Female,Credit Card,3.1
508,2023-05-25,Thursday,5,0,Store_B,Toys,1035.54,11,0,0.0,11390.94,24,Male,Cash,4.3
509,2022-05-13,Friday,5,0,Store_B,Electronics,10502.91,16,5,8402.33,159644.23,24,Male,UPI,3.6
510,2023-06-23,Friday,6,0,Store_C,Electronics,18634.52,20,25,93172.6,279517.8,22,Male,Credit Card,3.6
511,2022-03-23,Wednesday,3,0,Store_D,Electronics,18365.84,14,30,77136.53,179985.23,41,Male,Debit Card,3.1
512,2022-03-14,Monday,3,0,Store_C,Clothing,4734.1,17,0,0.0,80479.7,24,Male,UPI,1.8
513,2023-06-23,Friday,6,0,Store_B,Groceries,1138.93,18,15,3075.11,17425.63,65,Male,Debit Card,3.7
514,2023-12-21,Thursday,12,0,Store_D,Clothing,1000.68,11,20,1200.82,9806.66,43,Female,Credit Card,3.1
515,2022-12-27,Tuesday,12,0,Store_C,Sports,12719.35,17,30,53421.27,162807.68,58,Female,Debit Card,3.4
516,2023-01-20,Friday,1,0,Store_C,Sports,14436.28,15,15,32481.63,184062.57,18,Male,Debit Card,3.4
517,2023-06-15,Thursday,6,0,Store_B,Toys,119.05,8,5,47.62,904.78,38,Male,Debit Card,4.7
518,2023-06-08,Thursday,6,0,Store_B,Clothing,381.13,12,5,228.68,4344.88,26,Female,Debit Card,4.6
519,2022-09-13,Tuesday,9,0,Store_B,Toys,2452.12,3,20,1471.27,5885.09,43,Male,Cash,3.9
520,2023-05-10,Wednesday,5,0,Store_B,Beauty,3328.97,19,30,18975.13,44275.3,24,Female,Cash,3.9
521,2023-08-14,Monday,8,0,Store_D,Clothing,3944.59,11,10,4339.05,39051.44,70,Female,UPI,4.7
522,2022-05-04,Wednesday,5,0,Store_B,Electronics,31877.41,13,0,0.0,414406.33,37,Male,Debit Card,3.2
523,2022-06-03,Friday,6,0,Store_C,Furniture,13102.6,13,15,25550.07,144783.73,66,Male,Credit Card,2.7
524,2023-02-08,Wednesday,2,0,Store_B,Groceries,705.53,16,20,2257.7,9030.78,65,Male,UPI,2.1
525,2023-02-13,Monday,2,0,Store_D,Groceries,1535.96,16,20,4915.07,19660.29,30,Female,UPI,3.6
526,2022-07-20,Wednesday,7,0,Store_B,Furniture,6659.87,14,10,9323.82,83914.36,61,Male,Cash,3.7
527,2023-03-10,Friday,3,0,Store_C,Sports,3100.2,12,20,7440.48,29761.92,59,Male,Debit Card,1.7
528,2022-12-25,Sunday,12,1,Store_D,Groceries,908.9,10,5,363.56,8725.44,61,Female,Credit Card,4.0
529,2022-04-26,Tuesday,4,0,Store_A,Furniture,75966.33,5,30,113949.49,265882.16,70,Female,Cash,2.4
530,2022-04-24,Sunday,4,1,Store_C,Beauty,1964.08,11,5,1080.24,20524.64,65,Male,Credit Card,3.2
531,2022-09-22,Thursday,9,0,Store_D,Groceries,1405.39,1,15,210.81,1194.58,55,Male,Debit Card,1.7
532,2022-10-18,Tuesday,10,0,Store_B,Toys,253.95,1,0,0.0,253.95,42,Female,Debit Card,4.5
533,2022-01-20,Thursday,1,0,Store_C,Books,423.64,13,20,1101.46,4405.86,63,Male,Debit Card,2.9
534,2023-09-04,Monday,9,0,Store_A,Groceries,437.81,15,20,1313.43,5253.72,63,Male,Cash,2.0
535,2023-06-27,Tuesday,6,0,Store_C,Sports,7502.01,6,0,0.0,45012.06,40,Female,Debit Card,3.5
536,2022-08-30,Tuesday,8,0,Store_C,Electronics,31476.72,13,30,122759.21,286438.15,19,Female,Credit Card,1.6
537,2023-02-07,Tuesday,2,0,Store_B,Clothing,3703.47,17,25,15739.75,47219.24,57,Male,UPI,2.0
538,2022-06-06,Monday,6,0,Store_D,Toys,2738.23,11,15,4518.08,25602.45,52,Male,Credit Card,3.6
539,2023-08-18,Friday,8,0,Store_B,Groceries,652.55,17,5,554.67,10538.68,45,Male,Credit Card,2.3
540,2023-07-25,Tuesday,7,0,Store_A,Groceries,669.32,5,25,836.65,2509.95,19,Female,UPI,4.8
541,2022-11-07,Monday,11,0,Store_D,Toys,540.68,11,0,0.0,5947.48,26,Male,Cash,4.0
542,2023-09-13,Wednesday,9,0,Store_B,Furniture,19242.08,1,10,1924.21,17317.87,23,Female,Credit Card,3.0
543,2023-09-12,Tuesday,9,0,Store_D,Sports,3004.45,13,15,5858.68,33199.17,48,Male,Credit Card,1.8
544,2022-02-03,Thursday,2,0,Store_D,Electronics,46309.04,14,5,32416.33,615910.23,65,Male,Credit Card,1.3
545,2023-03-26,Sunday,3,1,Store_D,Sports,13041.59,8,15,15649.91,88682.81,43,Male,UPI,3.9
546,2023-02-08,Wednesday,2,0,Store_A,Clothing,2367.73,2,5,236.77,4498.69,51,Female,Cash,3.2
547,2023-06-13,Tuesday,6,0,Store_A,Furniture,24003.17,13,10,31204.12,280837.09,67,Female,UPI,1.7
548,2022-10-29,Saturday,10,1,Store_A,Groceries,953.98,15,0,0.0,14309.7,64,Male,Credit Card,4.1
549,2023-12-14,Thursday,12,0,Store_B,Books,678.98,17,0,0.0,11542.66,29,Female,Credit Card,4.5
550,2022-09-14,Wednesday,9,0,Store_C,Groceries,1450.83,4,0,0.0,5803.32,25,Female,Debit Card,1.3
551,2023-12-26,Tuesday,12,0,Store_D,Groceries,788.42,16,0,0.0,12614.72,67,Male,Debit Card,3.3
552,2022-06-16,Thursday,6,0,Store_B,Groceries,1549.86,2,15,464.96,2634.76,37,Female,UPI,2.2
553,2022-07-05,Tuesday,7,0,Store_A,Groceries,1922.85,1,20,384.57,1538.28,66,Female,Cash,2.8
554,2023-05-26,Friday,5,0,Store_A,Beauty,1065.83,19,25,5062.69,15188.08,48,Female,UPI,2.8
555,2023-09-08,Friday,9,0,Store_A,Furniture,70691.26,9,20,127244.27,508977.07,58,Male,Cash,1.7
556,2022-02-26,Saturday,2,1,Store_C,Electronics,7696.03,2,25,3848.01,11544.05,54,Female,Debit Card,4.7
557,2022-02-20,Sunday,2,1,Store_A,Books,1491.23,6,25,2236.85,6710.53,36,Male,UPI,4.0
558,2023-01-04,Wednesday,1,0,Store_A,Clothing,3888.86,11,10,4277.75,38499.71,42,Male,UPI,4.4
559,2022-03-08,Tuesday,3,0,Store_C,Beauty,668.0,9,10,601.2,5410.8,51,Female,Credit Card,3.8
560,2023-09-19,Tuesday,9,0,Store_A,Clothing,2942.56,17,0,0.0,50023.52,48,Female,UPI,3.4
561,2022-11-21,Monday,11,0,Store_C,Sports,13928.45,20,20,55713.8,222855.2,49,Female,UPI,4.2
562,2023-12-27,Wednesday,12,0,Store_C,Furniture,1124.89,6,15,168.73,6580.61,58,Male,Credit Card,4.2
563,2023-02-28,Tuesday,2,0,Store_A,Sports,5439.86,7,0,0.0,38079.02,58,Male,Debit Card,2.0
564,2022-03-11,Friday,3,0,Store_C,Toys,1569.4,11,30,5179.02,12084.38,18,Male,Debit Card,2.4
565,2023-08-06,Sunday,8,1,Store_A,Groceries,428.33,11,25,1177.91,3533.72,48,Female,Cash,3.6
566,2023-05-09,Tuesday,5,0,Store_B,Beauty,3584.42,18,10,6451.96,58067.6,47,Female,Cash,4.3
567,2022-11-03,Thursday,11,0,Store_C,Electronics,10808.99,15,30,35669.67,126465.18,68,Female,Cash,4.9
568,2022-02-01,Tuesday,2,0,Store_C,Books,977.12,6,20,1172.54,4690.18,56,Female,Credit Card,3.4
569,2022-11-12,Saturday,11,1,Store_C,Electronics,13939.12,7,15,6272.6,91301.24,33,Female,UPI,4.3
570,2022-08-10,Wednesday,8,0,Store_C,Groceries,268.85,2,30,161.31,376.39,30,Male,UPI,3.0
571,2023-05-10,Wednesday,5,0,Store_B,Furniture,27869.16,16,25,111476.64,334429.92,51,Female,Debit Card,1.6
572,2022-04-11,Monday,4,0,Store_B,Furniture,58241.08,15,15,131042.43,742573.77,63,Male,Cash,2.2
573,2022-02-15,Tuesday,2,0,Store_A,Sports,7163.08,2,0,0.0,14326.16,51,Female,Cash,3.3
574,2022-11-16,Wednesday,11,0,Store_B,Sports,3248.17,14,10,3248.17,42226.21,52,Female,UPI,3.7
575,2022-06-02,Thursday,6,0,Store_B,Toys,431.94,20,20,1727.76,6911.04,50,Male,Credit Card,3.2
576,2023-07-17,Monday,7,0,Store_C,Toys,510.51,10,20,1021.02,4084.08,33,Male,Cash,2.2
577,2022-12-13,Tuesday,12,0,Store_D,Electronics,6938.66,20,25,27754.64,111018.56,21,Male,UPI,1.2
578,2023-02-06,Monday,2,0,Store_B,Beauty,2522.81,10,10,2522.81,22705.29,70,Male,Cash,4.9
579,2023-04-22,Saturday,4,1,Store_B,Clothing,4101.68,15,0,0.0,61525.2,47,Female,UPI,2.9
580,2022-08-18,Thursday,8,0,Store_B,Toys,2747.3,13,5,1785.74,33929.16,62,Female,Debit Card,2.8
581,2022-01-31,Monday,1,0,Store_A,Beauty,584.62,16,15,1403.09,7950.83,28,Female,Debit Card,3.4
582,2022-05-11,Wednesday,5,0,Store_A,Books,1244.57,4,10,497.83,4480.45,53,Male,Debit Card,3.1
583,2023-02-15,Wednesday,2,0,Store_D,Furniture,50049.11,18,5,45044.2,855839.78,48,Female,Cash,2.4
584,2023-12-12,Tuesday,12,0,Store_D,Books,894.1,13,20,1967.02,9656.28,62,Male,Credit Card,3.7
585,2023-12-30,Saturday,12,1,Store_D,Clothing,3042.38,20,10,4563.57,56284.03,53,Male,UPI,1.7
586,2022-03-13,Sunday,3,1,Store_A,Books,558.37,2,0,0.0,1116.74,31,Male,Cash,4.0
587,2023-11-08,Wednesday,11,0,Store_B,Beauty,2195.33,17,20,5707.86,31612.75,54,Female,Credit Card,1.8
588,2022-11-03,Thursday,11,0,Store_C,Books,1104.91,16,0,0.0,17678.56,55,Male,UPI,4.4
589,2022-03-05,Saturday,3,1,Store_C,Electronics,541.74,18,30,2925.4,6825.92,40,Male,Debit Card,4.5
590,2022-08-29,Monday,8,0,Store_D,Books,975.3,13,15,1901.84,10777.06,42,Female,Credit Card,3.6
591,2023-05-02,Tuesday,5,0,Store_B,Furniture,44878.3,12,30,161561.88,376977.72,44,Male,Debit Card,5.0
592,2023-11-18,Saturday,11,1,Store_B,Groceries,72.63,4,5,3.63,286.89,64,Female,UPI,4.9
593,2022-03-28,Monday,3,0,Store_B,Books,1304.21,20,15,3912.63,22171.57,57,Male,UPI,3.0
594,2023-07-20,Thursday,7,0,Store_D,Books,597.43,6,15,537.69,3046.89,56,Male,UPI,4.4
595,2022-08-31,Wednesday,8,0,Store_C,Books,1397.19,19,10,2654.66,23891.95,20,Male,UPI,3.8
596,2022-04-26,Tuesday,4,0,Store_D,Clothing,882.02,17,30,4498.3,10496.04,66,Female,UPI,3.1
597,2023-06-20,Tuesday,6,0,Store_A,Furniture,38323.67,3,25,28742.75,86228.26,58,Female,Cash,4.6
598,2023-07-02,Sunday,7,1,Store_A,Beauty,1898.03,16,20,6073.7,24294.78,64,Female,UPI,2.4
599,2022-10-29,Saturday,10,1,Store_C,Groceries,118.89,20,25,594.45,1783.35,37,Female,Cash,3.5
600,2023-08-16,Wednesday,8,0,Store_B,Electronics,32987.83,10,30,98963.49,230914.81,65,Male,Debit Card,2.9
601,2022-05-10,Tuesday,5,0,Store_A,Toys,830.95,20,10,1661.9,14957.1,35,Female,Cash,4.0
602,2023-09-11,Monday,9,0,Store_B,Groceries,1335.35,12,30,4807.26,11216.94,29,Female,Credit Card,2.9
603,2023-06-25,Sunday,6,1,Store_A,Sports,14765.85,5,20,14765.85,59063.4,70,Male,UPI,4.0
604,2023-02-27,Monday,2,0,Store_D,Furniture,53192.72,6,5,15957.82,303198.5,54,Female,Cash,3.6
605,2022-04-29,Friday,4,0,Store_A,Groceries,954.83,16,10,1527.73,13749.55,48,Male,UPI,3.7
606,2023-02-04,Saturday,2,1,Store_D,Toys,520.93,14,0,0.0,7293.02,36,Female,UPI,3.7
607,2023-06-27,Tuesday,6,0,Store_A,Clothing,4605.02,12,30,16578.07,38682.17,45,Female,Debit Card,2.1
608,2022-04-11,Monday,4,0,Store_C,Books,745.55,8,25,1491.1,4473.3,61,Male,Debit Card,3.7
609,2022-07-04,Monday,7,0,Store_C,Electronics,33803.69,3,0,0.0,101411.07,44,Male,Cash,3.7
610,2022-12-26,Monday,12,0,Store_B,Toys,830.5,5,0,0.0,4152.5,57,Male,Cash,4.8
611,2023-09-06,Wednesday,9,0,Store_A,Clothing,614.65,20,5,614.65,11678.35,42,Male,Cash,3.8
612,2022-09-17,Saturday,9,1,Store_C,Beauty,2692.84,3,25,2019.63,6058.89,47,Female,UPI,3.8
613,2023-11-15,Wednesday,11,0,Store_C,Toys,569.7,5,10,170.91,2677.59,67,Male,UPI,2.6
614,2022-09-22,Thursday,9,0,Store_C,Groceries,909.12,16,5,727.3,13818.62,57,Female,Credit Card,3.6
615,2022-04-22,Friday,4,0,Store_B,Books,405.74,4,15,243.44,1379.52,63,Female,Cash,1.1
616,2022-03-14,Monday,3,0,Store_C,Beauty,222.24,16,5,177.79,3378.05,59,Male,Cash,3.7
617,2022-09-30,Friday,9,0,Store_B,Sports,13597.88,19,0,0.0,258359.72,50,Female,UPI,2.7
618,2022-03-13,Sunday,3,1,Store_B,Electronics,19528.98,16,0,0.0,312463.68,54,Female,Debit Card,3.7
619,2023-02-15,Wednesday,2,0,Store_A,Clothing,1953.71,11,0,0.0,21490.81,47,Female,Credit Card,1.7
620,2022-02-10,Thursday,2,0,Store_D,Furniture,24610.76,13,0,0.0,319939.88,58,Female,UPI,1.3
621,2023-10-10,Tuesday,10,0,Store_D,Furniture,12055.49,7,0,0.0,84388.43,64,Male,UPI,2.6
622,2023-07-08,Saturday,7,1,Store_C,Beauty,2205.67,15,0,0.0,33085.05,20,Female,Cash,2.4
623,2022-02-13,Sunday,2,1,Store_D,Clothing,1216.06,17,15,3100.95,17572.07,61,Male,Credit Card,4.7
624,2022-02-07,Monday,2,0,Store_B,Beauty,2667.25,16,20,8535.2,34140.8,20,Male,Credit Card,1.1
625,2023-10-10,Tuesday,10,0,Store_A,Toys,2480.14,4,15,1488.08,8432.48,57,Male,Cash,4.3
626,2022-04-19,Tuesday,4,0,Store_A,Beauty,2440.66,20,5,2440.66,46372.54,22,Male,UPI,2.3
627,2023-11-26,Sunday,11,1,Store_D,Sports,2075.8,20,20,7888.04,33627.96,26,Female,Credit Card,4.1
628,2022-12-10,Saturday,12,1,Store_A,Clothing,1514.69,16,5,1060.28,23174.76,62,Female,Credit Card,2.8
629,2022-05-17,Tuesday,5,0,Store_A,Books,1188.73,1,15,178.31,1010.42,23,Male,Cash,1.7
630,2022-04-02,Saturday,4,1,Store_C,Books,1070.9,16,25,4283.6,12850.8,26,Male,Credit Card,3.6
631,2023-06-20,Tuesday,6,0,Store_D,Books,434.96,6,20,521.95,2087.81,62,Male,Credit Card,3.9
632,2023-09-19,Tuesday,9,0,Store_A,Toys,1108.78,1,20,221.76,887.02,33,Male,Cash,4.9
633,2022-04-08,Friday,4,0,Store_C,Furniture,37673.06,7,10,26371.14,237340.28,21,Male,Cash,4.2
634,2023-12-03,Sunday,12,1,Store_D,Beauty,828.85,6,0,0.0,4973.1,59,Female,Debit Card,1.8
635,2022-12-09,Friday,12,0,Store_D,Electronics,5668.84,4,20,2267.54,20407.82,29,Male,Cash,2.9
636,2022-03-14,Monday,3,0,Store_B,Beauty,2431.92,11,15,4012.67,22738.45,30,Female,Credit Card,4.1
637,2022-11-30,Wednesday,11,0,Store_B,Clothing,1338.17,19,30,5620.31,19804.92,30,Female,Credit Card,1.3
638,2022-02-25,Friday,2,0,Store_D,Groceries,471.52,20,15,1414.56,8015.84,29,Female,Debit Card,1.5
639,2022-07-18,Monday,7,0,Store_C,Toys,686.41,5,0,0.0,3432.05,62,Male,Debit Card,1.5
640,2023-04-22,Saturday,4,1,Store_D,Books,339.68,11,5,186.82,3549.66,36,Male,Credit Card,3.3
641,2023-07-21,Friday,7,0,Store_B,Clothing,2176.14,17,15,5549.16,31445.22,31,Female,UPI,2.1
642,2023-03-15,Wednesday,3,0,Store_B,Furniture,26856.38,19,5,25513.56,484757.66,55,Male,Cash,2.7
643,2022-02-15,Tuesday,2,0,Store_A,Beauty,2973.88,17,0,0.0,50555.96,45,Female,UPI,4.2
644,2023-12-15,Friday,12,0,Store_A,Beauty,2056.85,6,20,1234.11,11106.99,66,Male,UPI,4.8
645,2023-01-03,Tuesday,1,0,Store_C,Furniture,52163.58,3,0,0.0,156490.74,48,Female,Credit Card,3.8
646,2023-08-08,Tuesday,8,0,Store_A,Beauty,1935.48,5,30,2903.22,6774.18,63,Female,Credit Card,4.2
647,2023-01-15,Sunday,1,1,Store_D,Electronics,43088.94,3,15,19390.02,109876.8,62,Female,Cash,2.2
648,2022-10-04,Tuesday,10,0,Store_B,Clothing,3178.19,11,25,8740.02,26220.07,21,Female,Cash,1.4
649,2023-01-10,Tuesday,1,0,Store_D,Electronics,18595.77,6,25,27893.65,83680.97,53,Male,Credit Card,1.6
650,2022-12-09,Friday,12,0,Store_B,Clothing,3315.38,20,30,18897.67,47409.93,62,Male,Credit Card,2.3
651,2023-05-31,Wednesday,5,0,Store_D,Toys,257.93,12,10,309.52,2785.64,46,Female,Cash,2.9
652,2023-06-29,Thursday,6,0,Store_C,Beauty,2540.66,3,5,381.1,7240.88,47,Male,Cash,2.6
653,2022-07-03,Sunday,7,1,Store_C,Clothing,724.95,9,0,0.0,6524.55,62,Male,UPI,1.6
654,2022-07-29,Friday,7,0,Store_A,Toys,1307.96,18,5,1177.16,22366.12,48,Female,UPI,2.8
655,2023-10-23,Monday,10,0,Store_A,Toys,648.28,1,30,194.48,453.8,69,Male,Debit Card,2.6
656,2022-12-18,Sunday,12,1,Store_C,Beauty,2434.43,20,30,12415.59,36273.01,53,Female,UPI,2.2
657,2022-11-10,Thursday,11,0,Store_B,Toys,757.67,17,10,909.2,11971.19,67,Male,Credit Card,2.4
658,2022-06-20,Monday,6,0,Store_B,Toys,628.61,6,30,1131.5,2640.16,63,Male,Credit Card,2.0
659,2022-02-12,Saturday,2,1,Store_C,Groceries,909.73,12,5,545.84,10370.92,31,Male,Debit Card,4.9
660,2022-06-01,Wednesday,6,0,Store_C,Beauty,2228.49,6,20,2674.19,10696.75,37,Male,Cash,2.6
661,2023-05-27,Saturday,5,1,Store_B,Beauty,3722.07,5,0,0.0,18610.35,65,Female,Debit Card,2.9
662,2022-10-24,Monday,10,0,Store_B,Beauty,1453.94,4,25,1453.94,4361.82,48,Male,Credit Card,3.7
663,2022-04-30,Saturday,4,1,Store_C,Electronics,20380.68,8,15,24456.82,138588.62,40,Male,Debit Card,1.2
664,2023-10-19,Thursday,10,0,Store_B,Furniture,62721.39,9,5,28224.63,536267.88,19,Male,UPI,3.7
665,2022-03-31,Thursday,3,0,Store_D,Furniture,39746.76,20,20,158987.04,635948.16,50,Male,Debit Card,2.6
666,2023-03-14,Tuesday,3,0,Store_C,Books,621.96,10,10,621.96,5597.64,40,Female,UPI,4.5
667,2022-03-31,Thursday,3,0,Store_B,Beauty,3004.88,14,30,12620.5,29447.82,46,Female,Credit Card,4.2
668,2023-03-11,Saturday,3,1,Store_D,Groceries,1679.25,20,0,0.0,33585.0,27,Male,Debit Card,2.9
669,2023-06-22,Thursday,6,0,Store_C,Clothing,4679.13,19,30,26671.04,62232.43,42,Male,Cash,2.6
670,2022-10-07,Friday,10,0,Store_D,Groceries,1133.84,19,30,6462.89,15080.07,26,Male,Credit Card,4.3
671,2022-10-24,Monday,10,0,Store_D,Electronics,41228.56,10,30,123685.68,288599.92,55,Female,UPI,3.2
672,2023-04-20,Thursday,4,0,Store_B,Electronics,39665.37,5,10,19832.69,178494.16,37,Female,Cash,3.6
673,2022-10-22,Saturday,10,1,Store_D,Groceries,1009.18,8,0,0.0,8073.44,25,Female,UPI,5.0
674,2022-03-10,Thursday,3,0,Store_C,Beauty,2327.46,9,25,5236.78,15710.36,61,Female,Cash,2.5
675,2023-08-13,Sunday,8,1,Store_A,Toys,572.26,2,5,57.23,1087.29,38,Female,Credit Card,2.4
676,2022-02-24,Thursday,2,0,Store_C,Sports,6466.86,12,0,0.0,77602.32,36,Female,Cash,3.1
677,2023-10-06,Friday,10,0,Store_B,Clothing,3074.06,6,20,3688.87,14755.49,38,Female,Debit Card,2.1
678,2023-12-16,Saturday,12,1,Store_C,Clothing,2765.22,16,30,9954.79,34288.73,27,Male,Credit Card,3.1
679,2023-05-12,Friday,5,0,Store_D,Sports,13837.34,6,0,0.0,83024.04,31,Male,Credit Card,4.3
680,2023-07-27,Thursday,7,0,Store_A,Books,744.69,3,0,0.0,2234.07,70,Male,Cash,2.9
681,2022-11-16,Wednesday,11,0,Store_C,Groceries,1643.23,20,20,6572.92,26291.68,66,Female,Credit Card,3.8
682,2022-05-02,Monday,5,0,Store_B,Groceries,1720.79,5,25,2150.99,6452.96,32,Female,Credit Card,1.8
683,2022-03-22,Tuesday,3,0,Store_D,Clothing,573.13,16,30,2751.02,6419.06,45,Male,Credit Card,1.4
684,2023-11-07,Tuesday,11,0,Store_A,Beauty,607.85,11,0,0.0,6686.35,22,Female,Cash,4.0
685,2023-09-09,Saturday,9,1,Store_B,Furniture,15597.76,12,0,0.0,187173.12,23,Male,Debit Card,4.8
686,2022-12-23,Friday,12,0,Store_C,Groceries,1717.52,20,5,1717.52,32632.88,50,Male,Cash,4.3
687,2023-06-26,Monday,6,0,Store_B,Furniture,77176.84,6,30,138918.31,324142.73,52,Male,Cash,4.7
688,2023-06-01,Thursday,6,0,Store_D,Sports,10562.55,6,15,9506.29,53869.01,61,Male,Credit Card,4.3
689,2023-01-24,Tuesday,1,0,Store_D,Furniture,41625.83,14,0,0.0,582761.62,66,Female,Cash,2.9
690,2023-06-17,Saturday,6,1,Store_B,Beauty,3084.75,10,20,6169.5,24678.0,64,Male,Cash,2.3
691,2022-04-29,Friday,4,0,Store_D,Toys,1425.14,10,25,3562.85,10688.55,46,Male,UPI,2.2
692,2023-03-15,Wednesday,3,0,Store_B,Clothing,4494.82,16,25,17979.28,53937.84,41,Male,Cash,5.0
693,2023-05-19,Friday,5,0,Store_A,Books,713.28,3,0,0.0,2139.84,27,Female,UPI,3.8
